460, 35, 24, 25, 0.1710
810, 60, 54, 37, 0.8179
1003, 78, 19, 9, 0.4772
349, 82, 30, 19, 0.1950
139, 84, 36, 8, 0.1794
779, 85, 16, 11, 0.4417
240, 92, 38, 21, 0.5611
68, 118, 32, 8, 0.4158
8, 119, 31, 14, 0.6397
0, 125, 28, 17, 0.5673
212, 167, 25, 18, 0.5384
277, 172, 5, 4, 0.1736
590, 188, 49, 19, 0.7113
481, 199, 74, 19, 0.8091
821, 205, 28, 18, 0.5536
845, 205, 77, 15, 0.1913
390, 218, 47, 19, 0.7975
0, 231, 13, 14, 0.6094
770, 234, 59, 20, 0.8090
527, 236, 43, 9, 0.5867
664, 237, 109, 20, 0.1853
638, 240, 30, 19, 0.5796
218, 249, 160, 20, 0.1855
853, 295, 128, 19, 0.6591
674, 302, 9, 9, 0.6502
414, 307, 56, 17, 0.7782
224, 311, 58, 17, 0.7957
334, 334, 17, 19, 0.6749
289, 335, 43, 18, 0.7251
315, 335, 27, 15, 0.5624
106, 337, 66, 12, 0.5758
77, 340, 58, 15, 0.5262
458, 345, 87, 24, 0.6003
153, 364, 20, 15, 0.1845
13, 453, 6, 6, 0.6202
570, 453, 10, 8, 0.4408
577, 456, 27, 21, 0.5892
256, 460, 66, 17, 0.6415
92, 461, 27, 8, 0.1865
760, 462, 66, 14, 0.5179
96, 463, 32, 9, 0.4394
204, 468, 49, 11, 0.1771
196, 478, 94, 22, 0.7490
538, 516, 11, 18, 0.1773
493, 536, 142, 40, 0.1762
493, 563, 61, 13, 0.6680
