697, 540, 23, 8, 0.2104
449, 515, 98, 61, 0.2217
192, 486, 50, 10, 0.2316
311, 484, 42, 13, 0.2191
813, 479, 12, 6, 0.4411
237, 479, 47, 21, 0.6761
15, 475, 35, 11, 0.6616
209, 468, 33, 11, 0.5445
567, 467, 14, 15, 0.6030
55, 467, 35, 11, 0.5887
250, 461, 39, 17, 0.6119
100, 460, 32, 12, 0.5167
758, 456, 75, 24, 0.7387
577, 456, 23, 21, 0.6463
577, 453, 41, 12, 0.2113
367, 448, 74, 11, 0.7355
900, 368, 124, 54, 0.7565
233, 365, 8, 14, 0.5252
292, 361, 13, 10, 0.5440
248, 359, 55, 18, 0.2228
459, 343, 71, 26, 0.8072
77, 337, 82, 19, 0.7933
289, 335, 25, 16, 0.2232
261, 335, 37, 18, 0.6430
677, 327, 37, 15, 0.5662
655, 325, 43, 19, 0.7432
193, 312, 59, 17, 0.8145
383, 307, 55, 18, 0.8271
618, 298, 58, 19, 0.7884
852, 296, 96, 20, 0.8015
249, 249, 53, 19, 0.7858
668, 239, 30, 19, 0.6191
693, 238, 32, 18, 0.6070
0, 231, 44, 15, 0.6772
183, 226, 27, 12, 0.2165
577, 225, 118, 20, 0.2232
848, 204, 75, 23, 0.8096
520, 202, 26, 18, 0.2356
8, 202, 38, 19, 0.7532
874, 201, 48, 18, 0.6924
536, 201, 29, 16, 0.2348
618, 188, 49, 17, 0.7837
147, 175, 32, 13, 0.5357
299, 170, 7, 9, 0.2117
0, 170, 158, 32, 0.6556
288, 168, 10, 14, 0.5672
302, 165, 22, 7, 0.4050
319, 163, 12, 26, 0.2211
247, 150, 18, 29, 0.2244
101, 150, 69, 39, 0.2315
0, 125, 37, 10, 0.2234
245, 102, 20, 15, 0.2262
264, 99, 23, 8, 0.4261
149, 98, 29, 8, 0.2294
145, 93, 35, 9, 0.4598
246, 92, 33, 9, 0.2170
0, 89, 134, 40, 0.2170
147, 85, 27, 8, 0.2231
270, 83, 49, 11, 0.4696
781, 82, 20, 8, 0.6756
1004, 78, 14, 6, 0.6834
241, 78, 32, 9, 0.4382
828, 60, 41, 24, 0.6716
914, 20, 21, 8, 0.2155
