494, 560, 57, 16, 0.8178
984, 537, 13, 17, 0.5565
202, 487, 42, 9, 0.1780
352, 484, 25, 16, 0.5608
229, 478, 141, 33, 0.1767
210, 475, 19, 4, 0.3194
106, 462, 16, 10, 0.6503
319, 461, 66, 15, 0.5165
763, 457, 67, 23, 0.5589
9, 453, 6, 5, 0.4396
363, 451, 28, 10, 0.4585
396, 450, 40, 10, 0.5518
412, 436, 61, 53, 0.1661
977, 369, 47, 28, 0.8636
913, 368, 111, 60, 0.1760
307, 360, 18, 12, 0.1750
259, 354, 63, 22, 0.5418
458, 347, 131, 22, 0.1888
0, 341, 17, 19, 0.7881
328, 334, 43, 19, 0.6749
728, 324, 53, 19, 0.7653
759, 322, 30, 19, 0.5341
265, 310, 58, 17, 0.7820
458, 306, 55, 17, 0.7627
965, 294, 56, 19, 0.7359
53, 257, 8, 12, 0.1684
175, 250, 160, 19, 0.5138
334, 248, 114, 18, 0.5863
623, 240, 22, 19, 0.1866
456, 237, 52, 8, 0.4538
728, 235, 57, 20, 0.7951
997, 226, 26, 18, 0.7744
76, 221, 82, 25, 0.7347
349, 215, 80, 22, 0.7042
781, 205, 54, 19, 0.7901
427, 198, 58, 19, 0.7850
551, 190, 49, 18, 0.6495
12, 188, 28, 8, 0.1680
103, 150, 44, 37, 0.1780
0, 135, 15, 8, 0.4050
852, 131, 8, 5, 0.4668
10, 118, 34, 15, 0.5916
115, 111, 32, 9, 0.3747
0, 101, 32, 13, 0.4799
234, 94, 28, 7, 0.3371
137, 93, 35, 13, 0.4083
234, 92, 45, 20, 0.5756
782, 87, 7, 5, 0.5199
138, 84, 35, 8, 0.3388
997, 69, 9, 6, 0.4924
455, 49, 29, 12, 0.1709
