120, 0, 41, 70, 0.8465
135, 0, 13, 54, 0.5124
147, 0, 71, 62, 0.9004
159, 0, 50, 41, 0.7922
51, 15, 19, 18, 0.2470
286, 20, 35, 23, 0.2630
507, 31, 7, 19, 0.5315
241, 44, 88, 38, 0.6814
835, 61, 36, 15, 0.5598
795, 65, 38, 14, 0.2433
845, 76, 29, 8, 0.2655
243, 83, 48, 12, 0.4911
164, 85, 4, 3, 0.4952
287, 85, 45, 10, 0.2595
209, 92, 35, 8, 0.2556
141, 109, 66, 22, 0.2672
114, 110, 280, 89, 0.2655
125, 116, 33, 20, 0.2528
97, 117, 29, 9, 0.4487
5, 118, 94, 27, 0.2591
127, 124, 47, 31, 0.6879
111, 130, 15, 10, 0.7465
86, 140, 22, 11, 0.2410
0, 144, 75, 21, 0.2549
101, 150, 31, 18, 0.5631
7, 152, 73, 24, 0.6593
45, 170, 9, 15, 0.4683
18, 171, 14, 17, 0.6550
0, 172, 17, 15, 0.2465
953, 175, 31, 21, 0.6099
980, 176, 36, 16, 0.2645
202, 195, 53, 19, 0.8029
393, 195, 48, 17, 0.7441
223, 196, 21, 14, 0.2367
989, 204, 35, 18, 0.8207
627, 207, 42, 20, 0.7216
612, 212, 38, 17, 0.6546
180, 220, 135, 21, 0.2571
816, 232, 51, 17, 0.7589
558, 240, 57, 19, 0.8118
435, 242, 127, 21, 0.6679
0, 251, 50, 16, 0.6792
24, 255, 21, 13, 0.2612
641, 303, 57, 17, 0.7982
435, 306, 58, 18, 0.8252
0, 314, 59, 52, 0.2384
77, 316, 93, 20, 0.7351
284, 319, 57, 20, 0.7307
853, 319, 118, 20, 0.6280
533, 330, 18, 19, 0.7020
489, 331, 47, 20, 0.7389
72, 338, 99, 25, 0.5870
0, 339, 28, 19, 0.8370
324, 346, 62, 18, 0.6657
203, 360, 62, 20, 0.7804
79, 365, 53, 23, 0.6486
282, 384, 22, 15, 0.5419
941, 445, 47, 7, 0.4732
561, 456, 47, 12, 0.2441
335, 460, 27, 6, 0.4274
720, 465, 24, 17, 0.2575
823, 466, 10, 14, 0.2439
290, 467, 33, 8, 0.4438
181, 468, 34, 11, 0.2518
230, 470, 32, 10, 0.2499
260, 476, 51, 22, 0.2669
781, 476, 13, 15, 0.2362
401, 479, 71, 28, 0.2460
217, 481, 50, 11, 0.2616
239, 487, 174, 36, 0.2558
86, 488, 46, 9, 0.4894
225, 489, 54, 9, 0.2377
9, 495, 25, 12, 0.2654
1013, 524, 11, 10, 0.6768
635, 543, 39, 28, 0.2554
483, 557, 52, 19, 0.7631
1012, 567, 12, 9, 0.6586
