265, 382, 45, 19, 0.8157
408, 331, 41, 19, 0.8041
382, 384, 43, 23, 0.8040
278, 346, 54, 26, 0.7938
572, 532, 61, 40, 0.7840
198, 360, 48, 18, 0.7513
720, 205, 48, 18, 0.7487
662, 235, 55, 20, 0.7465
549, 240, 43, 20, 0.7464
612, 134, 57, 24, 0.7413
320, 367, 52, 23, 0.7377
30, 225, 46, 18, 0.7347
521, 507, 59, 35, 0.7270
125, 361, 52, 18, 0.7182
452, 446, 41, 41, 0.7109
355, 193, 41, 18, 0.7006
192, 327, 56, 21, 0.6886
7, 338, 56, 21, 0.6809
15, 311, 51, 19, 0.6669
79, 412, 55, 22, 0.6582
818, 322, 38, 17, 0.6226
489, 188, 50, 19, 0.6092
343, 306, 44, 17, 0.5850
491, 483, 40, 38, 0.5828
935, 226, 48, 18, 0.5477
415, 400, 46, 45, 0.5374
265, 246, 50, 21, 0.5149
107, 247, 52, 19, 0.4312
776, 291, 53, 20, 0.3147
132, 308, 58, 19, 0.2746
793, 467, 52, 26, 0.1635
321, 406, 44, 22, 0.1363
0, 366, 85, 35, 0.1274
