382, 384, 44, 24, 0.8092
254, 382, 45, 19, 0.8086
779, 341, 46, 19, 0.7902
260, 196, 42, 18, 0.7900
69, 336, 53, 20, 0.7798
24, 176, 41, 18, 0.7727
309, 366, 57, 21, 0.7662
417, 216, 48, 17, 0.7578
639, 208, 49, 19, 0.7570
913, 228, 44, 19, 0.7563
17, 201, 54, 19, 0.7542
796, 202, 42, 19, 0.7540
243, 333, 57, 18, 0.7484
450, 444, 45, 43, 0.7406
571, 532, 64, 42, 0.7329
227, 222, 53, 19, 0.7230
441, 326, 52, 18, 0.7211
180, 361, 45, 17, 0.7171
124, 362, 40, 17, 0.7123
614, 133, 55, 23, 0.7090
633, 237, 47, 19, 0.7027
100, 223, 42, 18, 0.7013
492, 482, 41, 39, 0.6907
336, 246, 42, 17, 0.6527
421, 401, 43, 43, 0.6176
975, 402, 21, 44, 0.6172
146, 312, 55, 19, 0.5836
0, 315, 28, 17, 0.5668
246, 359, 48, 18, 0.5524
528, 507, 52, 34, 0.5479
490, 241, 43, 18, 0.4759
79, 412, 62, 23, 0.4450
46, 252, 41, 17, 0.4260
362, 299, 57, 21, 0.4234
0, 365, 85, 36, 0.4219
846, 318, 60, 21, 0.3708
662, 299, 38, 17, 0.2519
866, 261, 58, 21, 0.1883
144, 311, 57, 20, 0.1702
918, 292, 58, 18, 0.1596
866, 257, 144, 29, 0.1395
314, 406, 50, 22, 0.1139
