260, 382, 45, 19, 0.8269
524, 198, 40, 18, 0.8211
383, 384, 43, 23, 0.8166
318, 366, 56, 22, 0.7956
798, 231, 53, 19, 0.7835
256, 356, 49, 20, 0.7822
288, 333, 42, 18, 0.7793
241, 247, 53, 19, 0.7638
614, 134, 57, 23, 0.7582
675, 237, 42, 19, 0.7491
674, 324, 48, 17, 0.7417
448, 444, 46, 43, 0.7409
0, 199, 39, 18, 0.7253
574, 532, 59, 40, 0.7221
88, 334, 55, 19, 0.7213
523, 508, 57, 33, 0.7198
192, 360, 49, 18, 0.7099
842, 201, 54, 20, 0.7008
985, 367, 38, 45, 0.6994
492, 483, 40, 37, 0.6953
122, 362, 49, 17, 0.6895
417, 400, 46, 42, 0.6760
611, 185, 49, 19, 0.6571
410, 214, 48, 19, 0.6507
80, 412, 56, 22, 0.6369
220, 309, 40, 16, 0.6255
74, 247, 56, 22, 0.6216
33, 310, 45, 18, 0.5612
915, 294, 39, 18, 0.5586
402, 244, 47, 19, 0.5528
630, 296, 54, 18, 0.5071
0, 228, 36, 20, 0.4945
164, 221, 47, 17, 0.4922
495, 342, 44, 19, 0.4255
866, 261, 49, 18, 0.3511
0, 364, 86, 37, 0.3420
313, 407, 52, 21, 0.2623
410, 304, 37, 17, 0.2566
897, 293, 57, 19, 0.1649
0, 365, 85, 32, 0.1444
1, 365, 85, 36, 0.1175
0, 108, 33, 22, 0.1019
