257, 382, 45, 19, 0.8188
383, 384, 43, 22, 0.8176
450, 442, 44, 45, 0.7888
315, 366, 54, 20, 0.7863
693, 204, 40, 17, 0.7854
815, 232, 43, 18, 0.7823
157, 335, 48, 19, 0.7726
528, 326, 53, 17, 0.7707
355, 334, 41, 17, 0.7671
151, 198, 38, 17, 0.7645
572, 532, 61, 41, 0.7585
938, 227, 55, 19, 0.7582
222, 248, 56, 19, 0.7575
921, 317, 59, 19, 0.7537
190, 361, 42, 17, 0.7531
982, 197, 41, 18, 0.7396
491, 483, 40, 38, 0.7355
915, 342, 43, 18, 0.7265
242, 358, 54, 19, 0.7262
388, 244, 47, 18, 0.7248
613, 134, 56, 23, 0.7134
473, 298, 54, 18, 0.7092
265, 309, 37, 16, 0.7007
411, 399, 51, 46, 0.7005
118, 362, 50, 17, 0.6984
978, 387, 23, 42, 0.6872
124, 224, 52, 18, 0.6852
529, 509, 52, 32, 0.6758
738, 180, 49, 18, 0.6487
540, 241, 48, 20, 0.5640
0, 337, 30, 19, 0.5492
64, 312, 54, 19, 0.4866
547, 212, 45, 18, 0.4501
79, 412, 57, 22, 0.4413
316, 219, 45, 17, 0.4192
0, 364, 87, 37, 0.4151
751, 296, 53, 18, 0.3943
867, 260, 49, 20, 0.2860
0, 227, 22, 16, 0.2537
0, 364, 87, 36, 0.1894
1, 364, 86, 35, 0.1297
313, 407, 51, 21, 0.1193
