293, 336, 38, 16
887, 321, 46, 18
419, 304, 36, 16
700, 300, 37, 16
146, 16, 10, 42
159, 11, 47, 25
148, 0, 76, 62
121, 0, 48, 69
383, 384, 44, 23
255, 382, 45, 19
214, 197, 48, 19
384, 218, 44, 16
571, 532, 63, 42
0, 177, 36, 19
309, 366, 56, 20
192, 223, 53, 19
445, 241, 54, 19
60, 223, 41, 18
183, 361, 45, 17
274, 332, 58, 18
293, 247, 50, 18
762, 203, 42, 20
452, 444, 43, 43
614, 134, 56, 23
191, 311, 45, 17
484, 327, 38, 18
608, 210, 47, 18
248, 358, 47, 18
420, 401, 43, 43
0, 201, 38, 18
401, 299, 55, 20
977, 397, 21, 42
118, 362, 47, 17
492, 482, 42, 40
600, 238, 49, 19
879, 229, 44, 19
806, 340, 60, 26
80, 413, 59, 22
5, 314, 52, 18
526, 506, 55, 35
964, 292, 52, 18
88, 336, 65, 19
1012, 225, 11, 22
