259, 382, 45, 19
383, 384, 43, 23
757, 233, 45, 21
213, 334, 43, 20
317, 366, 56, 22
626, 202, 41, 18
686, 182, 49, 19
243, 357, 55, 19
451, 444, 44, 43
193, 361, 43, 17
584, 325, 53, 19
411, 337, 41, 19
25, 336, 52, 19
75, 198, 51, 20
115, 361, 54, 18
613, 133, 57, 23
573, 532, 61, 40
927, 198, 49, 19
492, 482, 40, 38
964, 317, 58, 20
529, 510, 52, 31
535, 297, 55, 20
68, 226, 53, 19
990, 342, 32, 17
163, 248, 54, 20
80, 413, 56, 22
881, 228, 54, 22
419, 400, 45, 45
826, 295, 40, 20
117, 310, 57, 18
485, 242, 48, 20
334, 245, 44, 17
0, 364, 86, 36
979, 379, 31, 44
309, 307, 51, 18
253, 220, 47, 17
315, 407, 51, 21
