861, 322, 56, 17
609, 300, 34, 19
862, 294, 38, 18
0, 144, 14, 46
158, 11, 67, 31
828, 0, 57, 42
179, 0, 21, 18
147, 0, 81, 62
126, 0, 21, 42
120, 0, 42, 67
267, 382, 46, 19
383, 384, 43, 23
202, 360, 51, 18
300, 343, 56, 23
245, 323, 51, 20
47, 249, 52, 20
613, 134, 57, 24
124, 361, 57, 19
464, 330, 40, 19
522, 507, 58, 35
577, 533, 56, 40
453, 446, 41, 41
665, 207, 48, 18
320, 368, 55, 21
614, 236, 49, 22
281, 191, 44, 19
79, 412, 57, 23
229, 218, 47, 18
416, 400, 47, 44
495, 241, 43, 21
195, 307, 46, 18
489, 481, 42, 38
1008, 172, 15, 22
58, 310, 52, 21
0, 160, 124, 36
208, 249, 49, 20
0, 364, 87, 36
