397, 98, 10, 12
159, 12, 37, 23
148, 0, 75, 62
120, 0, 42, 69
383, 384, 43, 22
570, 531, 64, 42
256, 382, 45, 19
171, 197, 42, 18
450, 442, 44, 45
839, 230, 43, 20
717, 203, 42, 21
313, 366, 54, 20
244, 247, 57, 20
189, 361, 42, 17
323, 333, 49, 19
148, 224, 54, 19
245, 358, 51, 19
613, 134, 56, 23
143, 336, 44, 19
567, 211, 47, 19
447, 299, 54, 20
979, 392, 20, 43
419, 400, 44, 44
967, 227, 51, 19
411, 243, 47, 19
242, 310, 37, 16
522, 326, 38, 19
337, 218, 48, 17
122, 362, 45, 16
492, 482, 41, 39
8, 226, 43, 16
907, 317, 58, 21
524, 507, 57, 35
863, 342, 64, 20
867, 261, 49, 21
80, 413, 59, 22
561, 240, 49, 20
999, 197, 24, 20
47, 313, 50, 18
0, 363, 88, 38
0, 335, 12, 21
741, 297, 39, 19
