278, 336, 37, 16
880, 321, 42, 18
683, 300, 37, 15
959, 294, 40, 17
333, 160, 83, 27
159, 11, 36, 25
382, 384, 44, 23
254, 382, 45, 19
71, 223, 47, 18
239, 197, 40, 17
308, 366, 57, 21
399, 217, 46, 17
6, 177, 42, 17
208, 223, 52, 19
622, 210, 47, 18
572, 532, 62, 41
774, 203, 45, 19
877, 228, 61, 21
385, 299, 54, 20
258, 332, 59, 18
452, 444, 42, 42
0, 201, 52, 20
181, 361, 44, 17
614, 134, 56, 23
85, 336, 51, 19
418, 401, 43, 42
461, 241, 53, 19
168, 311, 52, 17
303, 246, 56, 19
804, 341, 51, 28
471, 327, 38, 17
121, 362, 43, 17
0, 314, 45, 18
254, 359, 39, 17
491, 483, 41, 38
976, 399, 21, 44
616, 237, 48, 19
522, 506, 57, 35
26, 252, 44, 18
79, 413, 60, 22
866, 261, 63, 22
