658, 360, 22, 15
656, 358, 18, 12
619, 347, 39, 19
530, 304, 33, 17
776, 296, 39, 16
157, 0, 20, 10
147, 0, 87, 65
120, 0, 42, 68
264, 382, 45, 19
381, 384, 43, 23
277, 348, 50, 24
394, 331, 41, 19
375, 193, 40, 19
178, 329, 56, 21
735, 204, 49, 18
521, 507, 58, 34
564, 239, 43, 20
200, 361, 44, 18
10, 312, 44, 18
44, 224, 46, 18
613, 134, 56, 23
322, 367, 51, 22
132, 361, 44, 17
453, 447, 41, 41
801, 321, 38, 17
575, 533, 58, 40
683, 235, 50, 20
0, 338, 53, 21
79, 412, 55, 22
491, 483, 39, 37
124, 247, 52, 19
330, 306, 42, 17
415, 400, 46, 44
504, 188, 49, 19
0, 365, 84, 35
281, 246, 50, 21
947, 225, 53, 17
