593, 303, 34, 16
842, 294, 39, 18
159, 12, 42, 22
175, 0, 25, 18
147, 0, 81, 62
120, 0, 42, 68
267, 381, 46, 19
293, 344, 56, 22
382, 383, 43, 23
198, 360, 52, 18
230, 324, 53, 20
449, 330, 40, 19
184, 308, 43, 18
574, 533, 59, 40
613, 134, 57, 24
683, 206, 44, 17
623, 236, 53, 19
301, 192, 41, 18
453, 446, 41, 41
523, 507, 57, 35
510, 240, 43, 21
319, 368, 55, 21
122, 361, 58, 19
841, 319, 60, 20
65, 248, 49, 20
37, 337, 56, 21
245, 218, 47, 18
490, 482, 40, 38
223, 248, 51, 21
81, 412, 56, 23
55, 311, 46, 19
414, 400, 47, 43
0, 226, 34, 17
884, 227, 55, 20
821, 288, 58, 21
0, 364, 86, 36
