584, 304, 34, 15
832, 294, 40, 18
142, 128, 9, 16
400, 97, 13, 23
389, 90, 11, 14
159, 13, 49, 23
857, 0, 28, 44
170, 0, 26, 13
147, 0, 81, 62
124, 0, 11, 41
119, 0, 52, 68
266, 382, 46, 19
290, 345, 55, 23
382, 384, 43, 23
203, 360, 46, 18
439, 331, 42, 18
574, 533, 59, 40
223, 325, 53, 20
517, 240, 42, 20
692, 206, 42, 18
613, 134, 57, 23
522, 507, 58, 34
453, 447, 41, 41
311, 192, 41, 19
635, 236, 49, 19
27, 338, 60, 21
124, 361, 55, 18
319, 368, 54, 21
230, 248, 51, 21
250, 217, 47, 19
491, 482, 40, 37
45, 311, 47, 18
834, 320, 59, 19
174, 308, 46, 18
0, 226, 41, 17
79, 412, 57, 23
70, 247, 51, 20
412, 400, 49, 45
459, 190, 48, 19
381, 305, 40, 17
814, 288, 56, 21
890, 228, 57, 20
0, 365, 84, 34
