402, 306, 34, 18
534, 198, 39, 19
260, 382, 45, 19
383, 384, 43, 23
281, 333, 43, 20
683, 236, 44, 20
318, 366, 57, 22
802, 231, 55, 19
261, 356, 43, 19
249, 247, 53, 19
5, 199, 41, 18
614, 133, 56, 23
450, 445, 44, 42
191, 360, 49, 18
985, 368, 38, 44
526, 508, 54, 33
492, 483, 39, 37
122, 362, 49, 17
418, 400, 45, 42
674, 324, 40, 18
408, 244, 49, 19
26, 311, 46, 19
576, 533, 57, 40
0, 228, 43, 20
619, 185, 48, 18
81, 412, 56, 23
620, 296, 55, 20
172, 221, 47, 17
212, 309, 40, 17
418, 214, 47, 21
489, 342, 41, 18
899, 294, 48, 20
79, 334, 58, 21
862, 201, 41, 18
866, 261, 46, 18
0, 364, 86, 37
