238, 334, 42, 18
259, 382, 46, 19
383, 384, 43, 23
733, 235, 42, 19
317, 366, 56, 22
192, 361, 46, 17
595, 201, 40, 18
244, 357, 57, 20
529, 510, 51, 31
575, 533, 59, 40
626, 325, 37, 17
451, 445, 43, 42
120, 361, 50, 18
614, 133, 56, 23
40, 227, 54, 19
663, 183, 50, 19
144, 310, 57, 18
492, 483, 40, 38
48, 336, 51, 19
57, 198, 41, 17
301, 245, 51, 18
564, 297, 55, 18
81, 413, 56, 22
0, 312, 31, 19
902, 199, 49, 19
429, 338, 50, 17
226, 220, 46, 17
458, 243, 49, 20
421, 401, 43, 43
137, 248, 53, 18
850, 229, 59, 21
986, 315, 37, 20
835, 294, 59, 20
421, 337, 58, 20
339, 306, 48, 17
0, 364, 87, 37
