383, 384, 43, 22
257, 382, 45, 19
570, 532, 64, 41
709, 203, 40, 18
450, 442, 44, 45
241, 248, 52, 19
189, 361, 42, 17
559, 211, 48, 19
314, 366, 55, 20
142, 224, 53, 19
831, 231, 43, 19
332, 219, 46, 16
334, 333, 46, 17
399, 243, 52, 19
523, 326, 44, 16
243, 358, 53, 19
614, 133, 56, 23
140, 334, 53, 19
492, 482, 41, 38
250, 310, 38, 16
979, 391, 21, 43
955, 227, 53, 19
162, 197, 44, 18
123, 362, 45, 16
416, 400, 46, 44
457, 299, 53, 19
912, 318, 57, 19
894, 342, 44, 18
50, 312, 54, 19
990, 196, 33, 19
554, 241, 49, 21
526, 508, 56, 34
81, 412, 58, 22
1, 226, 41, 17
867, 261, 50, 18
750, 179, 51, 19
0, 337, 20, 19
0, 364, 87, 37
