267, 381, 45, 19
424, 331, 40, 18
383, 384, 43, 23
282, 345, 57, 26
573, 532, 61, 41
206, 326, 56, 21
650, 236, 54, 20
710, 205, 45, 18
24, 338, 50, 20
26, 311, 53, 19
453, 446, 42, 41
18, 226, 43, 17
613, 133, 57, 24
207, 361, 43, 17
521, 506, 60, 35
337, 192, 40, 18
319, 367, 56, 21
536, 240, 43, 20
130, 361, 49, 17
82, 412, 55, 23
492, 482, 41, 38
792, 291, 57, 20
415, 400, 48, 45
477, 190, 50, 18
823, 320, 50, 19
91, 247, 52, 21
250, 247, 51, 21
156, 308, 48, 18
353, 305, 50, 18
912, 226, 56, 20
