259, 382, 45, 19
384, 384, 43, 22
193, 334, 43, 18
948, 317, 58, 19
958, 342, 46, 17
317, 366, 56, 21
781, 233, 44, 20
240, 358, 57, 19
112, 198, 43, 17
651, 203, 43, 18
380, 335, 49, 17
452, 443, 43, 43
914, 229, 44, 18
560, 325, 54, 17
945, 197, 52, 19
117, 362, 51, 18
511, 298, 53, 18
706, 181, 51, 18
572, 532, 61, 41
492, 482, 40, 38
189, 248, 52, 18
193, 361, 42, 16
978, 382, 27, 43
507, 241, 47, 21
614, 133, 57, 23
528, 509, 52, 32
81, 413, 56, 22
417, 399, 47, 46
516, 212, 44, 18
4, 336, 54, 19
299, 308, 39, 16
278, 219, 48, 17
802, 296, 39, 18
350, 244, 52, 17
90, 225, 56, 19
0, 364, 88, 36
315, 408, 50, 20
