264, 382, 45, 19
383, 384, 43, 23
388, 332, 41, 18
274, 348, 52, 25
690, 235, 51, 20
386, 193, 40, 18
573, 533, 60, 40
613, 134, 57, 23
743, 204, 49, 19
453, 446, 42, 41
522, 507, 58, 34
320, 367, 54, 22
133, 361, 43, 17
201, 361, 44, 17
572, 239, 42, 20
491, 482, 40, 37
179, 330, 49, 20
290, 246, 49, 21
55, 224, 45, 18
80, 412, 56, 22
0, 312, 49, 19
513, 188, 49, 19
0, 338, 47, 21
414, 400, 48, 45
795, 322, 39, 17
962, 225, 46, 17
130, 248, 53, 19
748, 293, 56, 20
317, 306, 48, 17
124, 309, 44, 18
