981, 371, 41, 43, 0.2548
5, 311, 52, 19, 0.3303
192, 310, 41, 17, 0.3718
418, 401, 46, 43, 0.3925
80, 413, 56, 22, 0.4062
649, 324, 45, 17, 0.4212
597, 295, 55, 19, 0.4325
428, 243, 47, 19, 0.4343
10, 227, 52, 20, 0.4561
120, 361, 50, 18, 0.4648
197, 221, 43, 17, 0.4689
492, 483, 39, 37, 0.5199
436, 214, 48, 19, 0.5456
451, 445, 43, 42, 0.5558
68, 335, 55, 21, 0.5612
21, 199, 45, 19, 0.5614
248, 357, 55, 19, 0.5676
827, 230, 51, 20, 0.5894
578, 533, 56, 40, 0.5968
530, 510, 51, 31, 0.5983
614, 133, 57, 24, 0.6200
191, 360, 49, 17, 0.6241
635, 184, 49, 19, 0.6296
701, 236, 43, 19, 0.6390
268, 246, 54, 20, 0.6449
265, 333, 42, 18, 0.6480
317, 365, 57, 23, 0.6725
383, 384, 43, 23, 0.7068
558, 199, 39, 18, 0.7142
260, 382, 46, 19, 0.7246
472, 344, 38, 15, 0.0084
