260, 382, 45, 19, 0.7490
524, 198, 40, 18, 0.7405
383, 384, 43, 23, 0.7338
318, 366, 56, 22, 0.7011
798, 231, 53, 19, 0.6814
256, 356, 49, 20, 0.6792
288, 333, 42, 18, 0.6742
241, 247, 53, 19, 0.6476
614, 134, 57, 23, 0.6378
675, 237, 42, 19, 0.6215
674, 324, 48, 17, 0.6080
448, 444, 46, 43, 0.6066
0, 199, 39, 18, 0.5776
574, 532, 59, 40, 0.5717
88, 334, 55, 19, 0.5702
523, 508, 57, 33, 0.5674
192, 360, 49, 18, 0.5485
842, 201, 54, 20, 0.5313
985, 367, 38, 45, 0.5286
492, 483, 40, 37, 0.5207
122, 362, 49, 17, 0.5096
417, 400, 46, 42, 0.4837
611, 185, 49, 19, 0.4475
410, 214, 48, 19, 0.4355
80, 412, 56, 22, 0.4096
220, 309, 40, 16, 0.3886
74, 247, 56, 22, 0.3815
33, 310, 45, 18, 0.2796
915, 294, 39, 18, 0.2756
402, 244, 47, 19, 0.2667
630, 296, 54, 20, 0.2040
