844, 297, 41, 18, 0.0127
259, 382, 46, 19, 0.7406
231, 334, 42, 18, 0.7382
383, 384, 43, 23, 0.7213
740, 234, 43, 20, 0.6995
606, 201, 40, 19, 0.6955
318, 366, 56, 21, 0.6701
193, 361, 45, 17, 0.6451
573, 532, 61, 41, 0.6306
530, 510, 51, 31, 0.6212
67, 198, 41, 18, 0.6088
452, 444, 43, 42, 0.6071
307, 244, 53, 20, 0.5988
246, 357, 54, 19, 0.5945
120, 362, 50, 18, 0.5922
616, 325, 40, 17, 0.5848
670, 183, 50, 19, 0.5695
238, 220, 43, 16, 0.5677
614, 133, 57, 23, 0.5664
492, 482, 40, 38, 0.5429
432, 338, 39, 17, 0.5057
145, 249, 54, 19, 0.4769
41, 336, 52, 18, 0.4546
557, 297, 54, 20, 0.4521
136, 310, 59, 18, 0.4498
81, 413, 56, 22, 0.4276
49, 226, 54, 19, 0.4127
908, 199, 50, 19, 0.3690
0, 311, 24, 19, 0.2524
421, 401, 43, 42, 0.3405
466, 243, 49, 20, 0.3391
