914, 319, 40, 18, 0.2252
434, 304, 44, 18, 0.2696
878, 289, 59, 20, 0.2718
82, 412, 57, 22, 0.3041
0, 159, 87, 35, 0.3417
727, 348, 51, 18, 0.3651
407, 192, 49, 18, 0.4146
418, 400, 44, 43, 0.4205
231, 307, 42, 17, 0.4789
195, 219, 47, 18, 0.4837
463, 241, 42, 20, 0.5491
526, 506, 54, 35, 0.5566
320, 367, 55, 21, 0.5575
128, 361, 54, 18, 0.5630
580, 236, 48, 19, 0.5847
497, 330, 39, 18, 0.5872
452, 445, 42, 42, 0.5872
486, 481, 44, 39, 0.5910
614, 134, 57, 23, 0.6002
573, 533, 61, 40, 0.6351
234, 192, 43, 19, 0.6426
275, 318, 52, 20, 0.6499
16, 249, 49, 19, 0.6599
627, 208, 50, 19, 0.6626
318, 343, 55, 19, 0.6629
217, 359, 43, 18, 0.6872
383, 384, 43, 23, 0.7144
269, 382, 46, 18, 0.7392
979, 172, 43, 19, 0.7418
395, 98, 11, 21, 0.0143
