241, 80, 15, 9, 0.0515
567, 79, 18, 10, 0.1789
471, 321, 61, 59, 0.7335
254, 370, 80, 45, 0.7298
338, 281, 80, 41, 0.7192
923, 29, 93, 50, 0.7048
92, 314, 59, 33, 0.7012
98, 281, 79, 32, 0.6973
449, 197, 164, 94, 0.6702
924, 74, 85, 49, 0.6664
799, 259, 82, 39, 0.6663
194, 286, 84, 34, 0.6530
832, 16, 84, 35, 0.6356
643, 20, 29, 63, 0.6747
729, 7, 86, 37, 0.5913
903, 172, 83, 36, 0.5893
499, 34, 30, 77, 0.5339
901, 216, 81, 31, 0.5260
635, 433, 33, 84, 0.4689
985, 338, 38, 88, 0.4641
441, 54, 31, 81, 0.4340
115, 82, 34, 77, 0.4060
891, 255, 82, 31, 0.3819
585, 524, 33, 51, 0.3699
1, 0, 600, 562, 0.3036
