0, 470, 56, 61, 0.3139
763, 20, 53, 90, 0.7452
162, 298, 80, 40, 0.7442
924, 30, 93, 49, 0.7152
0, 289, 64, 32, 0.7150
451, 380, 31, 83, 0.7021
799, 259, 81, 38, 0.6898
925, 75, 84, 48, 0.6661
447, 202, 33, 77, 0.6650
50, 324, 60, 29, 0.6632
832, 17, 84, 35, 0.6434
904, 173, 81, 34, 0.6249
335, 311, 59, 29, 0.6104
901, 216, 80, 30, 0.6058
500, 387, 34, 93, 0.6010
75, 284, 81, 31, 0.5837
114, 82, 33, 77, 0.5507
449, 45, 34, 86, 0.5170
891, 255, 81, 31, 0.5111
490, 25, 32, 93, 0.3734
985, 339, 38, 89, 0.2854
461, 535, 29, 40, 0.2538
497, 180, 39, 123, 0.2235
