446, 0, 12, 42, 0.2231
721, 0, 16, 19, 0.8018
769, 0, 25, 23, 0.2186
526, 11, 7, 15, 0.2217
768, 18, 28, 27, 0.2280
753, 32, 28, 27, 0.2306
737, 34, 41, 38, 0.8003
762, 51, 10, 11, 0.5591
448, 63, 27, 59, 0.6970
493, 123, 29, 70, 0.6076
487, 137, 43, 86, 0.7429
475, 145, 12, 36, 0.4811
476, 175, 11, 17, 0.2452
452, 193, 19, 76, 0.6372
21, 261, 20, 11, 0.5700
130, 261, 27, 11, 0.4766
505, 310, 23, 17, 0.2167
513, 370, 10, 10, 0.7718
449, 373, 34, 81, 0.7428
455, 376, 23, 54, 0.2391
380, 397, 25, 12, 0.5840
46, 451, 9, 20, 0.4358
387, 515, 11, 13, 0.7987
